disease_id	name	cui	DKE
DIS003257	Myiasis	C0003123	Anorexia
DIS006437	Myocardial rupture	C0155626	Acute myocardial infarction
DIS003267	Myocarditis	C0004364	Autoimmune disease NOS
DIS000874	Myoclonic astatic epilepsy	C0004377	Automatism
DIS004498	Myoclonic dystonia	C0026848	Myopathy
DIS005664	Myoclonic epilepsy	C0014544	Epilepsy
DIS006389	Myoclonus	C0027066	Myoclonus
DIS001150	Myoepithelioma of the head and neck	C0027651	Neoplasms
DIS003734	Myofascial pain syndrome	C0016053	Fibromyalgia
DIS004979	Myoglobinuria	C0042373	Vascular disease
DIS007479	Myokymia	C0003467	Anxiety
DIS004013	Myoma	C0020710	Hysteroscopy
DIS004909	Myopathy	C0026821	Muscle cramp
DIS004457	Myosarcoma	C0027651	Neoplasms
DIS006516	Myotonia	C0027125	Myotonia
DIS006583	Myotonia congenita	C0027125	Myotonia
DIS003729	Myotonic dystrophy	C0027125	Myotonia
DIS007327	Myxedema	C0018213	Graves disease
DIS003523	Myxoid liposarcoma	C0027651	Neoplasms
DIS005893	Myxoma	C0027651	Neoplasms
DIS005343	Naegleriasis	C0019080	Hemorrhage
DIS005693	Nail biting	C3714514	Infection
DIS003361	Nail–patella syndrome	C0231451	Hyperextension
DIS002918	Narcissistic personality disorder	C0004936	Mental disorders NOS
DIS004820	Narcolepsy	C0004364	Autoimmune disease NOS
DIS006922	Nasal congestion	C0009443	Common cold
DIS003418	Nasal fracture	C0039070	Syncope
DIS004832	Nasal polyp	C0004096	Asthma
DIS004245	Nasal septum deviation	C0019880	Homocystinuria
DIS005408	Nasal septum perforation	C0013404	Dyspnea
DIS004003	Nasolacrimal duct obstruction	C0004364	Autoimmune disease NOS
DIS004012	Nasopharyngeal angiofibroma	C0005558	Biopsy
DIS009885	Nasopharyngeal carcinoma	C0027651	Neoplasms
DIS000020	Nausea	C0027497	Nausea
DIS007160	Near-sightedness	C0027092	Myopia
DIS007549	Necatoriasis	C0010200	Coughing
DIS001256	Neck pain	C0007859	Neck pain NOS
DIS003901	Necrobiosis lipoidica	C0150866	Biopsy of skin
DIS006762	Necrotizing enterocolitis	C0152021	Congenital heart disease
DIS005193	Necrotizing fasciitis	C0001973	Alcohol dependence
DIS007590	Necrotizing sialometaplasia	C0022116	Ischemia
DIS007249	Necrotizing vasculitis	C0002978	Angiogram
DIS006997	Needlestick injury	C0015672	Fatigue
DIS003965	Nelson's syndrome	C0015663	Fasting
DIS003953	Neonatal alloimmune thrombocytopenia	C0015230	Exanthema
DIS004655	Neonatal bowel obstruction	C0021843	Intestinal obstruction NOS
DIS005788	Neonatal conjunctivitis	C0009763	Conjunctivitis
DIS006692	Neonatal encephalopathy	C0004044	Asphyxia
DIS005278	Neonatal hemochromatosis	C0009676	Confusion
DIS004924	Neonatal hepatitis	C0019209	Hepatomegaly
DIS004638	Neonatal herpes simplex	C0231221	Asymptomatic
DIS006476	Neonatal hypoglycemia	C0020615	Hypoglycemia
DIS005152	Neonatal infection	C0231221	Asymptomatic
DIS005826	Neonatal jaundice	C0022346	Icterus
DIS000411	Neonatal meningitis	C0004610	Bacteremia
DIS006138	Neonatal sepsis	C0036690	Septicemia
DIS001298	Neonatal tetanus	C0037763	Spasm
DIS005954	Neonatal withdrawal	C0009555	Complete blood count
DIS007065	Neonatal-onset multisystem inflammatory disease	C0021368	Inflammation
DIS003470	Neoplasm	C0002793	Anaplasia
DIS006686	Nephritic syndrome	C0021368	Inflammation
DIS004764	Nephritis	C0004364	Autoimmune disease NOS
DIS003979	Nephrocalcinosis	C0018790	Cardiac arrest
DIS007127	Nephrogenic diabetes insipidus	C0342579	Electrolyte imbalance
DIS003743	Nephrogenic systemic fibrosis	C0024485	Magnetic resonance imaging
DIS007002	Nephroptosis	C0162429	Malnutrition
DIS006117	Nephrotic syndrome	C0027726	Nephrotic syndrome NOS
DIS003635	Nerve compression syndrome	C0007286	Carpal tunnel syndrome
DIS006480	Nervous system disease	C0001807	Aggressive behavior
DIS001275	Nervous system neoplasm	C0027651	Neoplasms
DIS003384	Netherton syndrome	C0018790	Cardiac arrest
DIS004446	Neural tube defect	C0162429	Malnutrition
DIS005631	Neuralgia	C0200125	Nerve conduction study
DIS006972	Neurapraxia	C0018794	Block - heart
DIS003522	Neurasthenia	C0012833	Dizziness
DIS004589	Neuroblastoma	C0027651	Neoplasms
DIS007295	Neurocytoma	C0027651	Neoplasms
DIS007370	Neuroendocrine tumor	C0027651	Neoplasms
DIS007190	Neurofibroma	C0027830	Neurofibroma, NOS
DIS005932	Neurofibromatosis	C0027651	Neoplasms
DIS007639	Neurofibromatosis type I	C0009676	Confusion
DIS003924	Neurofibromatosis type II	C0027651	Neoplasms
DIS004261	Neurogenic bladder dysfunction	C0005697	Neurogenic bladder
DIS006514	Neurogenic shock	C0016382	Flushing
DIS000938	Neuroinflammation	C0013604	Edema
DIS004193	Neuroleptic malignant syndrome	C0014038	Encephalitis
DIS005101	Neuroma	C0027651	Neoplasms
DIS006722	Neuromuscular disease	C0004364	Autoimmune disease NOS
DIS007021	Neuromuscular junction disease	C0013839	Electromyography
DIS005352	Neuromyelitis optica	C0021368	Inflammation
DIS004298	Neuromyotonia	C0424295	Hyperactive behavior
DIS006521	Neuronal ceroid lipofuscinosis	C0456909	Blindness, NOS
DIS003987	Neuropathic pain	C0011849	Diabetes mellitus, NOS
DIS007408	Neuropathy, ataxia, and retinitis pigmentosa	C0011053	Deafness
DIS004598	Neurosarcoidosis	C0005558	Biopsy
DIS000103	Neurosis	C0600104	Obsessive compulsive behavior
DIS006459	Neutropenia	C0023530	Leukopenia
DIS004089	Neutropenic enterocolitis	C1257843	Pseudomembranous colitis
DIS005628	Neutrophil-specific granule deficiency	C0000833	Abscess
DIS007014	Neutrophilia	C0023508	White blood cell count
DIS004526	Neutrophilic eccrine hidradenitis	C0023418	Leukemia, NOS
DIS014260	Neu–Laxova syndrome	C0015300	Exophthalmos
DIS003543	Nevoid basal-cell carcinoma syndrome	C0008924	Cleft lip NOS
DIS004561	Nevus	C0005558	Biopsy
DIS006385	Nevus of Ito	C0027651	Neoplasms
DIS006637	New daily persistent headache	C0018681	Headache
DIS005839	Nezelof syndrome	C0162429	Malnutrition
DIS006899	Nicotine poisoning	C0000737	Abdominal pain
DIS003788	Nicotine withdrawal	C0278080	Physical addiction
DIS003462	Niemann–Pick disease, SMPD1-associated	C0015544	Failure to thrive
DIS007567	Niemann–Pick disease, type C	C0150866	Biopsy of skin
DIS005317	Night eating syndrome	C0011570	Depression NOS
DIS007604	Night terror	C0015967	Fever
DIS004516	Nightmare	C0004096	Asthma
DIS005126	Nightmare disorder	C0004936	Mental disorders NOS
DIS003537	Nipple adenoma	C0024485	Magnetic resonance imaging
DIS004344	Nipple discharge	C0149741	Nipple discharge NOS
DIS003253	Nocardiosis	C0006290	Bronchoscopy
DIS003906	Nocturnal enuresis	C0235162	Difficulty sleeping
DIS005312	Nocturnal sleep-related eating disorder	C0234421	Consciousness, NOS
DIS006926	Noma (disease)	C0162429	Malnutrition
DIS003876	Non-24-hour sleep–wake disorder	C0851578	Sleep disorders
DIS004093	Non-gonococcal urethritis	C0003864	Arthritis
DIS006588	Non-Hodgkin lymphoma	C0004364	Autoimmune disease NOS
DIS004833	Non-small-cell lung carcinoma	C0162429	Malnutrition
DIS002696	Nonbacterial thrombotic endocarditis	C0018808	Heart murmur
DIS007292	Noncompaction cardiomyopathy	C0013516	Echocardiography
DIS004332	Nonunion	C0029443	Osteomyelitis
DIS005231	Nonvenereal endemic syphilis	C0221198	Lesion
DIS004421	Noonan syndrome	C0013604	Edema
DIS007516	Normal anion gap acidosis	C0220981	Metabolic acidosis
DIS006186	Normal pressure hydrocephalus	C0020564	Hypertrophy
DIS003006	Normal tension glaucoma	C0019080	Hemorrhage
DIS005792	Norrie disease	C0024485	Magnetic resonance imaging
DIS006091	Northern epilepsy syndrome	C0013819	Electroencephalography
DIS007515	Nosebleed	C0014591	Epistaxis
DIS004675	Nuchal cord	C0041618	Ultrasonography
DIS007640	Nummular dermatitis	C0011175	Dehydration
DIS005400	Nutcracker esophagus	C0011168	Dysphagia, NOS
DIS004509	Nutritional anemia	C0002871	Anemia
DIS006789	Nyctalopia	C0086543	Cataract
DIS003799	Nystagmus	C0009676	Confusion
DIS007200	Obesity	C0004936	Mental disorders NOS
DIS013419	Obliterative bronchiolitis	C0017168	Gastroesophageal reflux disease
DIS004489	Obsessive–compulsive disorder	C0600104	Obsessive compulsive behavior
DIS005497	Obsessive–compulsive personality disorder	C0011570	Depression NOS
DIS004977	Obstetric fistula	C0015732	Fecal incontinence
DIS006915	Obstetrical bleeding	C0019080	Hemorrhage
DIS004813	Obstructed labour	C0027651	Neoplasms
DIS005076	Obstructive lung disease	C0004096	Asthma
DIS003373	Obstructive sleep apnea	C0026827	Muscle hypotonia
DIS005621	Obstructive uropathy	C0221198	Lesion
DIS006123	Occipital horn syndrome	C0013363	Dysautonomia
DIS004058	Occipital neuralgia	C0023182	Cerebrospinal fluid leak
DIS004028	Occupational asthma	C0004096	Asthma
DIS004331	Occupational burnout	C0004936	Mental disorders NOS
DIS006099	Ocular albinism type 1	C0001916	Albinism
DIS006869	Ocular hypertension	C0430888	Intraocular pressure test
DIS005642	Ocular ischemic syndrome	C0011849	Diabetes mellitus, NOS
DIS005411	Oculocerebrocutaneous syndrome	C0010709	Cyst
DIS003634	Oculocerebrorenal syndrome	C0018941	Blood test
DIS007415	Oculogyric crisis	C0221198	Lesion
DIS001480	Oculomotor apraxia	C0024485	Magnetic resonance imaging
DIS004248	Oculomotor nerve palsy	C0029089	Ophthalmoplegia
DIS004880	Oculopharyngeal muscular dystrophy	C0018941	Blood test
DIS007561	Odontogenic myxoma	C0027651	Neoplasms
DIS006197	Odontoma	C0231221	Asymptomatic
DIS006050	Ogden syndrome	C0003811	Cardiac arrhythmia
DIS003561	Ogilvie syndrome	C0000731	Abdomen distended
DIS005160	Oguchi disease	C0028077	Night blindness NOS
DIS007353	Ohtahara syndrome	C0333641	Atrophic
DIS003891	Olecranon bursitis	C0006444	Bursitis
DIS003198	Oligodendroglioma	C0027651	Neoplasms
DIS005611	Oligohydramnios	C3714514	Infection
DIS005092	Oligomenorrhea	C0018213	Graves disease
DIS003746	Olivopontocerebellar atrophy	C0011168	Dysphagia, NOS
DIS003816	Ollier disease	C0013336	Dwarfism
DIS004957	Omenn syndrome	C0011991	Diarrhea
DIS004858	Omental infarction	C0000729	Abdominal cramps
DIS006701	Omphalitis of newborn	C0085639	Falls
DIS004297	Omphalocele	C0028754	Obesity
DIS003310	Omsk hemorrhagic fever	C0221423	Illness (finding)
DIS003975	Onchocerciasis	C0028259	Nodule
DIS007034	Oncocytoma	C0027651	Neoplasms
DIS002835	Oncogenic osteomalacia	C0024485	Magnetic resonance imaging
DIS006177	Onychogryphosis	C0263537	Onychogryposis
DIS004534	Onycholysis	C0002170	Alopecia
DIS006442	Onychomycosis	C0011849	Diabetes mellitus, NOS
DIS007061	Ophthalmodynia periodica	C0018681	Headache
DIS004467	Ophthalmoparesis	C0018213	Graves disease
DIS003892	Opioid overdose	C0150055	Chronic pain
DIS007506	Opioid use disorder	C0150055	Chronic pain
DIS007622	Opisthorchiasis	C0003123	Anorexia
DIS006141	Opportunistic infection	C0021051	Unspecified immunity deficiency
DIS005603	Opsoclonus myoclonus syndrome	C0013819	Electroencephalography
DIS005045	Optic disc drusen	C0013604	Edema
DIS005878	Optic nerve glioma	C0027651	Neoplasms
DIS003334	Optic nerve hypoplasia	C1262477	Weight decreased
DIS006185	Optic neuritis	C0013604	Edema
DIS004898	Optic neuropathy	C0022116	Ischemia
DIS006157	Oral and maxillofacial pathology	C0005558	Biopsy
DIS004710	Oral cancer	C0015663	Fasting
DIS004501	Oral candidiasis	C0006840	Candidiasis
DIS002916	Oral mucocele	C0021368	Inflammation
DIS006552	Oral submucous fibrosis	C0162429	Malnutrition
DIS005417	Orbital cellulitis	C0015403	Eye infection
DIS006444	Orbital lymphoma	C0016242	Vitreous floaters
DIS005093	Orchitis	C0041618	Ultrasonography
DIS006175	Organic brain syndrome	C0002622	Amnesia
DIS005491	Organophosphate poisoning	C0151763	Liver damage
DIS005998	Ornithine aminotransferase deficiency	C0013867	Electroretinography
DIS005574	Ornithine transcarbamylase deficiency	C0001122	Acidosis
DIS003516	Ornithine translocase deficiency	C0162429	Malnutrition
DIS005912	Orofacial granulomatosis	C0018188	Granuloma
DIS005607	Orofaciodigital syndrome 1	C0085639	Falls
DIS005702	Oropouche fever	C0221423	Illness (finding)
DIS005113	Orthohantavirus	C0221423	Illness (finding)
DIS005055	Orthostatic hypotension	C0002871	Anemia
DIS004969	Orthostatic intolerance	C0003467	Anxiety
DIS003491	Osgood–Schlatter disease	C0013604	Edema
DIS014273	Osselet	C0013604	Edema
DIS005525	Osteitis fibrosa cystica	C0020502	Hyperparathyroidism
DIS003757	Osteitis pubis	C0231218	Malaise
DIS003225	Osteoarthritis	C0520966	Abnormal coordination
DIS007013	Osteoblastoma	C0005558	Biopsy
DIS004300	Osteochondroma	C0231218	Malaise
DIS005420	Osteochondrosis	C0022821	Kyphosis deformity of spine
DIS007269	Osteogenesis imperfecta	C0041618	Ultrasonography
DIS006976	Osteoma cutis	C0027651	Neoplasms
DIS005943	Osteomalacia	C0029442	Osteomalacia
DIS006702	Osteomyelitis	C0013146	Drug abuse
DIS006938	Osteopenia	C0029456	Osteoporosis
DIS003567	Osteopetrosis	C0162429	Malnutrition
DIS004024	Osteophyte	C0021368	Inflammation
DIS003382	Osteosarcoma	C0027651	Neoplasms
DIS003572	Ostium primum atrial septal defect	C1623258	Electrocardiography
DIS000004	Otic polyp	C0013604	Edema
DIS003405	Otitis externa	C0013595	Eczema
DIS005714	Otitis media	C0021368	Inflammation
DIS004699	Otocephaly	C0008924	Cleft lip NOS
DIS005325	Otodental syndrome	C0004286	Audiometry
DIS003476	Otomycosis	C0333128	Open comedone
DIS005384	Otosclerosis	C0018777	Conductive hearing loss
DIS005060	Ototoxicity	C0011053	Deafness
DIS000484	Ovarian apoplexy	C0018941	Blood test
DIS005500	Ovarian cancer	C0005558	Biopsy
DIS005052	Ovarian cyst	C0024485	Magnetic resonance imaging
DIS001265	Ovarian fibroma	C0024485	Magnetic resonance imaging
DIS005991	Ovarian pregnancy	C0000737	Abdominal pain
DIS007205	Ovarian serous cystadenoma	C0010709	Cyst
DIS005006	Ovarian torsion	C0041618	Ultrasonography
DIS004161	Overactive bladder	C0037763	Spasm
DIS003218	Overflow incontinence	C0080274	Urinary retention
DIS005136	Overjet	C0024636	Malocclusion
DIS004475	Oxycephaly	C0221198	Lesion
DIS004706	Oxygen toxicity	C0036572	Convulsions
DIS006409	Pacemaker failure	C0000833	Abscess
DIS003677	Pachyonychia congenita	C0010709	Cyst
DIS004788	Paget's disease of bone	C0029405	Osteitis fibrosa cystica
DIS007198	Paget's disease of the breast	C0005558	Biopsy
DIS003164	Paget–Schroetter disease	C0031545	Venography - procedure
DIS007526	Pain disorder	C0030193	Pain
DIS006994	Palindromic rheumatism	C0003864	Arthritis
DIS006407	Pallister–Hall syndrome	C0036572	Convulsions
DIS006519	Pallister–Killian syndrome	C0020534	Orbital separation excessive
DIS007433	Palmar erythema	C0013595	Eczema
DIS003657	Palpitations	C0002871	Anemia
DIS010322	Panama disease	C0009676	Confusion
DIS005804	Pancoast tumor	C0003028	Anhidrosis
DIS007484	Pancreas divisum	C0008310	Endoscopic retrograde cholangiopancreatography
DIS006124	Pancreatic abscess	C0000833	Abscess
DIS006656	Pancreatic cancer	C0022346	Icterus
DIS006812	Pancreatic neuroendocrine tumor	C0027651	Neoplasms
DIS005381	Pancreatic pseudocyst	C0030305	Pancreatitis
DIS006198	Pancreatitis	C0030305	Pancreatitis
DIS000289	Pancreatoblastoma	C0000737	Abdominal pain
DIS005097	Pancytopenia	C0018941	Blood test
DIS005550	PANDAS	C0008489	Chorea
DIS004923	Panic attack	C0086769	Panic attack
DIS004586	Panic disorder	C0086769	Panic attack
DIS004865	Panniculitis	C0042384	Vasculitis
DIS004860	Pantothenate kinase-associated neurodegeneration	C0024485	Magnetic resonance imaging
DIS005201	PAPA syndrome	C0003864	Arthritis
DIS001362	Papillary fibroelastoma	C0008031	Chest pain NOS
DIS004465	Papillary serous cystadenocarcinoma	C0027651	Neoplasms
DIS001078	Papillary urothelial neoplasm of low malignant potential	C0010702	Cystoscopy
DIS006332	Papilledema	C0151740	Increased intracranial pressure
DIS004470	Papilloma	C0027651	Neoplasms
DIS007031	Papillon–Lefèvre syndrome	C0080233	Tooth loss
DIS007177	Papillorenal syndrome	C0334044	Dysplasia
DIS000665	Pappataci fever	C0003862	Arthralgia
DIS007642	Papular mucinosis	C0042109	Urticaria
DIS004766	Paracetamol poisoning	C0221423	Illness (finding)
DIS003232	Paraganglioma	C0231221	Asymptomatic
DIS007135	Paragonimiasis	C0041296	Tuberculosis
DIS000859	Paralysis	C0031117	Peripheral neuropathy, NOS
DIS004622	Parametritis	C0018681	Headache
DIS004581	Paramyotonia congenita	C0013839	Electromyography
DIS005660	Paraneoplastic cerebellar degeneration	C0007758	Cerebellar ataxia NOS
DIS004835	Paraneoplastic syndrome	C0024485	Magnetic resonance imaging
DIS003398	Paranoia	C1456784	Paranoia
DIS003404	Paranoid personality disorder	C0020039	Hostility
DIS006897	Paranoid schizophrenia	C0011253	Delusions
DIS004733	Paraovarian cyst	C0010709	Cyst
DIS003452	Paraphilia	C0154209	Hyperestrogenism
DIS007237	Paraphimosis	C0010702	Cystoscopy
DIS005832	Paraphrenia	C0011253	Delusions
DIS004418	Parasitic disease	C3714514	Infection
DIS004620	Parasomnia	C0037316	Sleep deprivation
DIS005652	Parathyroid adenoma	C0018941	Blood test
DIS005396	Parathyroid carcinoma	C0410719	Deformity of bone
DIS004389	Paratuberculosis	C0006625	Cachexia
DIS007643	Paratyphoid fever	C0221423	Illness (finding)
DIS004551	Parinaud's syndrome	C0038454	Cerebrovascular accident
DIS005685	Paris-Trousseau syndrome	C0040034	Thrombocytopenia
DIS003960	Parkes Weber syndrome	C0002978	Angiogram
DIS005849	Parkinson's disease	C0004398	Autopsy
DIS004876	Parkinsonism	C0242422	Parkinsonism, NOS
DIS003396	Paronychia	C0041296	Tuberculosis
DIS004619	Parotitis	C0011175	Dehydration
DIS004873	Paroxysmal cold hemoglobinuria	C0002880	Autoimmune hemolytic anemia
DIS006098	Paroxysmal extreme pain disorder	C0013819	Electroencephalography
DIS006043	Paroxysmal nocturnal hemoglobinuria	C0002871	Anemia
DIS004931	Paroxysmal nonkinesigenic dyskinesia	C0004158	Athetosis
DIS005981	Paroxysmal sympathetic hyperactivity	C0014038	Encephalitis
DIS006616	Parry–Romberg syndrome	C0004364	Autoimmune disease NOS
DIS006484	Parsonage–Turner syndrome	C0024485	Magnetic resonance imaging
DIS007247	PASLI disease	C0162429	Malnutrition
DIS004794	Patau syndrome	C0008925	Cleft palate NOS
DIS005775	Patellar tendinitis	C0024485	Magnetic resonance imaging
DIS007619	Patellar tendon rupture	C0024485	Magnetic resonance imaging
DIS007569	Patellofemoral pain syndrome	C0036572	Convulsions
DIS004434	Patent ductus arteriosus	C0013516	Echocardiography
DIS001483	Pathologic fracture	C0027651	Neoplasms
DIS005925	Pattern hair loss	C0002170	Alopecia
DIS003605	Patterson syndrome	C0010495	Cutis laxa, NOS
DIS006245	Patulous Eustachian tube	C1262477	Weight decreased
DIS003706	Peanut allergy	C0559470	Allergy to peanuts
DIS007455	Pearson syndrome	C0162429	Malnutrition
DIS004902	Pectus carinatum	C0004096	Asthma
DIS003480	Pectus excavatum	C0008924	Cleft lip NOS
DIS006542	Pediculosis corporis	C0033774	Pruritus
DIS006543	Pediculosis pubis	C0085639	Falls
DIS004986	Pedophilia	C0041657	Loss of consciousness, NOS
DIS006213	Peliosis hepatis	C0019065	Hemoperitoneum
DIS004999	Pelizaeus–Merzbacher disease	C0024485	Magnetic resonance imaging
DIS006062	Pellucid marginal degeneration	C0412514	Corneal pachymetry
DIS005286	Pelvic fracture	C0030193	Pain
DIS000639	Pelvic pain	C0030794	Pelvic pain, NOS
DIS010325	Pel–Ebstein fever	C0015967	Fever
DIS006067	Pemphigus	C0004364	Autoimmune disease NOS
DIS004271	Pemphigus vulgaris	C0030193	Pain
DIS006929	Pendred syndrome	C0011053	Deafness
DIS003021	Penetrating atherosclerotic ulcer	C0024485	Magnetic resonance imaging
DIS005451	Penetrating head injury	C0036974	Shock
DIS007311	Penile agenesis and testicular agenesis	C0595939	Stillbirth
DIS006470	Penile cancer	C0027651	Neoplasms
DIS006472	Penile fracture	C0001807	Aggressive behavior
DIS007431	Pentalogy of Cantrell	C0013516	Echocardiography
DIS010277	Pentasomy X	C0349588	Short stature
DIS004232	Peptic ulcer disease	C0017152	Gastritis
DIS003311	Perforated eardrum	C0013456	Earache
DIS006402	Periapical cyst	C0010709	Cyst
DIS007262	Pericardial effusion	C0020676	Hypothyroidism
DIS004520	Pericarditis	C0031046	Pericarditis
