synonym_name	code	name
Akinetic Mutism	D000405	MeSH
Infection by Encephalitozoon (disorder)	12825006	SNOMED CT
Encephalitozoonosis	D016890	MeSH
Infection by Microspora (disorder)	65883009	SNOMED CT
Microsporidiosis	D016881	MeSH
Infection by Microsporea (disorder)	78142009	SNOMED CT
Infection by Microsporida (disorder)	61842000	SNOMED CT
Scimitar Syndrome	D012587	MeSH
Giant cell neoplasm of bone	C3738	NCI
Giant Cell Tumor of Bone	D018212	MeSH
Giant cell tumor of bone (morphologic abnormality)	57500000	SNOMED CT
Giant cell tumor of bone NOS (morphologic abnormality)	189891002	SNOMED CT
nerve root disorder	394640000	SNOMED CT
Radiculopathy	D011843	MeSH
nerve root disorder, NOS	72274001	SNOMED CT
Polyradiculoneuropathy (disorder)	128078004	SNOMED CT
Polyradiculoneuropathy	D011129	MeSH
acquired epidermolysis bullosa	200911009	SNOMED CT
Epidermolysis Bullosa Acquisita	D016107	MeSH
acquired epidermolysis bullosa (disorder)	2772003	SNOMED CT
Ebola virus disease	186746000	SNOMED CT
Hemorrhagic Fever, Ebola	D019142	MeSH
Marburg disease	078.89	ICD-9
Marburg Virus Disease	D008379	MeSH
Orodynia	111349000	SNOMED CT
Burning Mouth Syndrome	D002054	MeSH
Stomatopyrosis	399165002	SNOMED CT
Cyst, fimbrial	752.11	ICD-9
Parovarian Cyst	D010310	MeSH
Embryonic fimbrial cyst	64233004	SNOMED CT
Tinea Favosa	D014007	MeSH
Protocoproporphyria	277.1	ICD-9
Porphyria, Variegate	D046350	MeSH
Protoporphyrinogen oxidase deficiency	276264004	SNOMED CT
Variegate porphyria (disorder)	58275005	SNOMED CT
Lymph cyst	234110002	SNOMED CT
Lymphocele	D008210	MeSH
Amelanotic melanoma	C3802	NCI
Melanoma, Amelanotic	D018328	MeSH
Amelanotic melanoma (morphologic abnormality)	70594002	SNOMED CT
cervical neoplasm	2016-1746	CSP
Uterine Cervical Neoplasms	D002583	MeSH
neoplasm of uterine cervix (disorder)	123841004	SNOMED CT
tumor of the Cervix Uteri	C2940	NCI
syndrome of apparent mineralocorticoid excess (disorder)	237770005	SNOMED CT
Mineralocorticoid Excess Syndrome, Apparent	D043204	MeSH
Schnitzler syndrome (disorder)	402415001	SNOMED CT
Schnitzler Syndrome	D019873	MeSH
Intracranial Embolism	D020766	MeSH
Silo Filler's Disease	D012832	MeSH
Silo-fillers' disease	506.9	ICD-9
Milk Hypersensitivity	D016269	MeSH
Allergy to eggs	91930004	SNOMED CT
Egg Hypersensitivity	D021181	MeSH
allergy to peanuts	213021008	SNOMED CT
Peanut Hypersensitivity	D021183	MeSH
peanut allergic reaction	91935009	SNOMED CT
Nut Hypersensitivity	D021184	MeSH
nut allergic reaction	395654004	SNOMED CT
Lipoleiomyoma	44598004	SNOMED CT
Myofibroma	D047708	MeSH
Acropustulosis	238610005	SNOMED CT
Psoriasis	D011565	MeSH
Palmoplantar Pustulosis	C34888	NCI
Pustular psoriasis of the palms and/or soles	27520001	SNOMED CT
Occupational allergic contact dermatitis (disorder)	238578002	SNOMED CT
Dermatitis, Occupational	D009783	MeSH
Occupational Dermatitis	C34859	NCI
Occupational dermatitis	200780008	SNOMED CT
Occupational dermatitis (disorder)	402587003	SNOMED CT
Occupational eczema	156338009	SNOMED CT
Occupational eczema (disorder)	225055005	SNOMED CT
Occupational eczema (disorder) [Ambiguous]	83252008	SNOMED CT
Photosensitisation reaction	84326006	SNOMED CT
Dermatitis, Phototoxic	D017484	MeSH
Photosensitive Dermatitis	C4816	NCI
Photosensitiveness	692.79	ICD-9
Phototoxic dermatitis (disorder)	53597009	SNOMED CT
benign fibrous histiocytoma (morphologic abnormality)	25889007	SNOMED CT
Histiocytoma, Benign Fibrous	D018219	MeSH
fibrous Histiocytoma	C3739	NCI
fibrous histiocytoma NOS (morphologic abnormality)	189769003	SNOMED CT
Fibroxanthoma NOS (morphologic abnormality)	189770002	SNOMED CT
Sea-blue histiocyte syndrome (disorder)	37821003	SNOMED CT
Sea-Blue Histiocyte Syndrome	D012618	MeSH
Multiple eruptive juvenile xanthogranuloma	400204000	SNOMED CT
Xanthogranuloma, Juvenile	D014972	MeSH
Naevoxanthoendothelioma	189098009	SNOMED CT
Xanthoma neviforme	71709009	SNOMED CT
Somatostatin cell neoplasm	C3379	NCI
Somatostatinoma	D013005	MeSH
Somatostatin cell tumour	128642005	SNOMED CT
Seminoma, Pure	C9309	NCI
Seminoma	D018239	MeSH
Aldosteronism with hyperplasia of the adrenal cortex	71275003	SNOMED CT
Bartter Syndrome	D001477	MeSH
Bartter's syndrome	255.13	ICD-9
adenocarcinoma of kidney	254915003	SNOMED CT
Carcinoma, Renal Cell	D002292	MeSH
hypernephroma	188251003	SNOMED CT
RCC	4003-0049	CSP
Cushing Syndrome	D003480	MeSH
Clear cell adenocarcinoma (morphologic abnormality)	30546008	SNOMED CT
Mesonephroma	D008649	MeSH
Clear cell adenocarcinoma NOS (morphologic abnormality)	189633003	SNOMED CT
malignant Mesonephroma	C4072	NCI
Mesonephroid Clear cell carcinoma	C3766	NCI
Mesonephroma NOS (morphologic abnormality)	189861007	SNOMED CT
Mesonephroma, malignant (morphologic abnormality)	2221008	SNOMED CT
Water-Clear cell adenocarcinoma	C4156	NCI
Water-clear cell adenocarcinoma (morphologic abnormality)	80727009	SNOMED CT
Wolffian duct neoplasm	C6782	NCI
inborn renal tubular transport disorder	1849-8301	CSP
Renal Tubular Transport, Inborn Errors	D015499	MeSH
Achondroplastic physique	190584003	SNOMED CT
Achondroplasia	D000130	MeSH
Chondrodystrophia	756.4	ICD-9
osteosclerosis congenita	2715-2940	CSP
Influenza in Birds	D005585	MeSH
mixed tumor of the Salivary gland	C35691	NCI
Adenoma, Pleomorphic	D008949	MeSH
Pleomorphic adenoma	C8602	NCI
Pleomorphic adenoma (morphologic abnormality)	8360001	SNOMED CT
MEC	C3772	NCI
Carcinoma, Mucoepidermoid	D018277	MeSH
Mucoepidermoid carcinoma (morphologic abnormality)	4079000	SNOMED CT
Hallermann's Syndrome	D006210	MeSH
Hallerman - Streiff syndrome	205417000	SNOMED CT
anomia	1579-3166	CSP
Anomia	D000849	MeSH
Anomic aphasia (finding)	10325006	SNOMED CT
Pituitary gland Basophilic adenoma	C2856	NCI
Adenoma, Basophil	D000237	MeSH
anal neoplasm	2010-1432	CSP
Anus Neoplasms	D001005	MeSH
anal tumors	C2877	NCI
neoplasm of anus	126849006	SNOMED CT
Leukedema of mouth	67795000	SNOMED CT
Leukoedema, Oral	D007967	MeSH
cellulitis of floor of mouth	528.3	ICD-9
Ludwig's Angina	D008158	MeSH
Ascariasis - roundworm	271435007	SNOMED CT
Ascariasis	D001196	MeSH
Endocarditis lenta	50194006	SNOMED CT
Endocarditis, Subacute Bacterial	D004698	MeSH
SBE - Subacute bacterial endocarditis	194923008	SNOMED CT
Subacute bacterial endocarditis	155334001	SNOMED CT
Subacute bacterial endocarditis (disorder)	73774007	SNOMED CT
Subacute endocarditis, lenta	421.0	ICD-9
Hyperkeratosis, Epidermolytic	D017488	MeSH
Bullous ichthyosiform erythroderma (disorder)	254167000	SNOMED CT
Epidermolytic palmoplantar hyperkeratosis	239071005	SNOMED CT
bile duct tumor	C2898	NCI
Bile Duct Neoplasms	D001650	MeSH
Ca extrahepatic bile ducts	154473009	SNOMED CT
malignant neoplasm of the extrahepatic bile duct	C7483	NCI
malignant tumour of biliary tract	93688006	SNOMED CT
Biliary Tract Neoplasms	D001661	MeSH
neoplasm of common bile duct (disorder)	126857009	SNOMED CT
Common Bile Duct Neoplasms	D003138	MeSH
muscle neoplasm	2011-3484	CSP
Neoplasms, Muscle Tissue	D009379	MeSH
Myomatous neoplasm	189786009	SNOMED CT
Myomatous tumor	C4063	NCI
neoplasm of muscle (disorder)	126616000	SNOMED CT
Ulnar neuropathy	367399005	SNOMED CT
Ulnar Neuropathies	D020424	MeSH
Ulnar neuropathy (disorder)	359837005	SNOMED CT
Ulnar neuropathy (disorder) [Ambiguous]	55802003	SNOMED CT
Apical granuloma (disorder)	81407003	SNOMED CT
Periapical Granuloma	D010484	MeSH
Periapical granuloma	196344002	SNOMED CT
Holoprosencephaly sequence (disorder)	30915001	SNOMED CT
Holoprosencephaly	D016142	MeSH
Enchondromatosis	D004687	MeSH
Enchondromatosis with haemangiomata	234135008	SNOMED CT
Kast's syndrome	205470006	SNOMED CT
Classic apraxia (finding) [Ambiguous]	39746003	SNOMED CT
Apraxia, Ideomotor	D020240	MeSH
Ideomotor dyspraxia (disorder)	229706001	SNOMED CT
Limb-kinetic apraxia (finding)	334621009	SNOMED CT
Transcortical apraxia (finding)	333633007	SNOMED CT
Epidermolysis bullosa simplex	205585003	SNOMED CT
Epidermolysis Bullosa Simplex	D016110	MeSH
Epidermolysis bullosa simplex (disorder)	67144006	SNOMED CT
Retinal Neoplasms	D019572	MeSH
malignant Retinal neoplasm	C3216	NCI
malignant tumor of retina (disorder)	363465007	SNOMED CT
neoplasm of retina	127002001	SNOMED CT
Retinal tumor	C4800	NCI
Hereditary Retinoblastoma	C8495	NCI
Retinoblastoma	D012175	MeSH
Extracutaneous mastocytoma	63175003	SNOMED CT
Mastocytoma	D034801	MeSH
Multiple Chemical Sensitivity	D018777	MeSH
Androgen resistance syndrome (disorder)	12313004	SNOMED CT
Androgen-Insensitivity Syndrome	D013734	MeSH
Goldberg - Maxwell syndrome	190562003	SNOMED CT
Goldberg-Maxwell syndrome	237802009	SNOMED CT
testicular feminization	2586-8897	CSP
testicular feminization (disorder)	52832001	SNOMED CT
Uremia	D014511	MeSH
Mongolian Macula	C3945	NCI
Mongolian Spot	D049328	MeSH
brain neoplasm, Infratentorial	C3139	NCI
Infratentorial Neoplasms	D015192	MeSH
malignant Infratentorial tumors	C4966	NCI
intracranial swelling	2032001	SNOMED CT
Brain Edema	D001929	MeSH
wet brain	0485-0998	CSP
Rhinitis, Atrophic	D012222	MeSH
Rhinitis, atrophic	472.0	ICD-9
Multiple system atrophy (disorder)	230297002	SNOMED CT
Shy-Drager Syndrome	D012791	MeSH
Blastoma of lung	C3732	NCI
Pulmonary Blastoma	D018202	MeSH
Mesoblastic Nephroma	C3731	NCI
Nephroma, Mesoblastic	D018201	MeSH
Mesoblastic nephroma (disorder)	307604008	SNOMED CT
Mesoblastic nephroma (morphologic abnormality)	11793003	SNOMED CT
Angiokeratoma (morphologic abnormality)	26810009	SNOMED CT
Angiokeratoma	D000794	MeSH
Angiokeratoma of skin (disorder)	254788004	SNOMED CT
Cutaneous Angiokeratoma	C4488	NCI
Diktyoma, malignant	39005004	SNOMED CT
Neuroectodermal Tumors, Primitive	D018242	MeSH
Medulloepithelioma NOS (morphologic abnormality)	189932005	SNOMED CT
Medulloepithelioma, central nervous system	C4327	NCI
Tay-Sachs disease, variant AB (disorder)	71253000	SNOMED CT
Tay-Sachs Disease, AB Variant	D049290	MeSH
Cholestanol storage disease (disorder)	63246000	SNOMED CT
Xanthomatosis, Cerebrotendinous	D019294	MeSH
Cavernoma	C3086	NCI
Hemangioma, Cavernous	D006392	MeSH
Cavernous haemangioma (disorder)	416824008	SNOMED CT
Cavernous hemangioma (morphologic abnormality)	33377007	SNOMED CT
Adenosquamous carcinoma (morphologic abnormality)	59367005	SNOMED CT
Carcinoma, Adenosquamous	D018196	MeSH
Adenosquamous cell carcinoma (disorder)	403902008	SNOMED CT
mixed adenocarcinoma and squamous carcinoma	C3727	NCI
Disappearing bone disease (disorder)	240161003	SNOMED CT
Osteolysis, Essential	D010015	MeSH
adenocarcinoma of the Sebaceous gland	C3767	NCI
Adenocarcinoma, Sebaceous	D018266	MeSH
Sebaceous carcinoma	C40310	NCI
mixed subependymoma-ependymoma	4553004	SNOMED CT
Glioma, Subependymal	D018315	MeSH
Subependymal astrocytoma	C6989	NCI
Subependymal astrocytoma NOS	189910001	SNOMED CT
WHO grade I Ependymal tumor	C3795	NCI
epithelial ependymoma	253066003	SNOMED CT
Ependymoma	D004806	MeSH
WHO grade II Ependymal tumor	C3017	NCI
adenoid cystic cancer	C2970	NCI
Carcinoma, Adenoid Cystic	D003528	MeSH
adenoid cystic carcinoma (morphologic abnormality)	11671000	SNOMED CT
Cylindroma (morphologic abnormality)	302827006	SNOMED CT
Cylindroma NOS	189594000	SNOMED CT
Tick fever, American mountain	066.1	ICD-9
Colorado Tick Fever	D003121	MeSH
Tuberculosis, Lymph Node	D014388	MeSH
Lymph Node Tuberculosis	C26896	NCI
Tuberculous adenitis	017.2	ICD-9
Tuberculous lymphadenopathy	10893003	SNOMED CT
Bronchioalveolar lung carcinoma	C2923	NCI
Adenocarcinoma, Bronchiolo-Alveolar	D002282	MeSH
Bronchioloalveolar carcinoma	373627005	SNOMED CT
Klatskin Tumor	D018285	MeSH
Perihilar extrahepatic bile duct carcinoma	C5859	NCI
Intrahepatic bile duct carcinoma (disorder)	109842005	SNOMED CT
Cholangiocarcinoma	D018281	MeSH
peripheral Cholangiocarcinoma	C35417	NCI
Postpolio syndrome	367094007	SNOMED CT
Postpoliomyelitis Syndrome	D016262	MeSH
Dystrophic epidermolysis bullosa	205587006	SNOMED CT
Epidermolysis Bullosa Dystrophica	D016108	MeSH
bone marrow neoplasm	2004-0492	CSP
Myeloproliferative Disorders	D009196	MeSH
bone Marrow tumor	C35370	NCI
malignant bone Marrow tumor	C35501	NCI
bone marrow disorder	0427-3773	CSP
Bone Marrow Diseases	D001855	MeSH
Pericarditis, Tuberculous	D010495	MeSH
Adjustment Disorders	D000275	MeSH
neurosis	2483-6707	CSP
Neurotic depression reactive type	191740008	SNOMED CT
Neurotic depressive state	300.4	ICD-9
Psychoneurosis NOS	300.9	ICD-9
Nelson's syndrome	190503006	SNOMED CT
Nelson Syndrome	D009347	MeSH
Aphasia-angular gyrus syndrome	36785009	SNOMED CT
Gerstmann Syndrome	D005862	MeSH
Agnogenic myeloid metaplasia	52967002	SNOMED CT
Primary Myelofibrosis	D055728	MeSH
Aleukemic myelosis	205.8	ICD-9
bone Marrow Fibrosis	C36212	NCI
Megakaryocytic myelosclerosis	189508006	SNOMED CT
myelosclerosis	2004-0936	CSP
Myelodysplastic-Myeloproliferative Diseases	D054437	MeSH
Myeloproliferative/Myelodysplastic syndromes	C27262	NCI
Actinobacillosis, NOS	16140007	SNOMED CT
Actinobacillosis	D000187	MeSH
Elephantiasis NOS	457.1	ICD-9
Elephantiasis	D004604	MeSH
Lymphatic edema (morphologic abnormality)	30213001	SNOMED CT
Lymphedema	D008209	MeSH
Lymphoedema NOS	266334008	SNOMED CT
benign essential tremor	333.1	ICD-9
Essential Tremor	D020329	MeSH
glioma of the optic nerve	C4537	NCI
Optic Nerve Glioma	D020339	MeSH
Diaphyseal dysplasia	205505000	SNOMED CT
Camurati-Engelmann Syndrome	D003966	MeSH
Engelman's disease	240174009	SNOMED CT
Langer-Giedion Syndrome	D015826	MeSH
Trichorhinophalangeal dysplasia type II	239017000	SNOMED CT
Ca lower third oesophagus	154444006	SNOMED CT
Esophageal Neoplasms	D004938	MeSH
Ca middle third oesophagus	154443000	SNOMED CT
malignant neoplasm of distal third of esophagus	150.5	ICD-9
malignant neoplasm of lower third of oesophagus	93877002	SNOMED CT
malignant neoplasm of middle third of oesophagus	93895004	SNOMED CT
malignant neoplasm of proximal third of esophagus	150.3	ICD-9
malignant neoplasm of upper third esophagus	94119000	SNOMED CT
malignant tumor of abdominal esophagus	C4764	NCI
malignant tumor of Distal Third of esophagus	C3535	NCI
malignant tumor of Proximal Third of esophagus	C3533	NCI
malignant tumor of the middle Third of the esophagus	C3534	NCI
Ehrlich's tumor	2000-2080	CSP
Carcinoma, Ehrlich Tumor	D002286	MeSH
Melioidosis	D008554	MeSH
Pseudoglanders	025	ICD-9
PCP abuse	7071007	SNOMED CT
Phencyclidine Abuse	D010623	MeSH
Phencyclidine abuse	305.9	ICD-9
Basisquamous cell carcinoma	37304002	SNOMED CT
Carcinoma, Basosquamous	D002281	MeSH
basosquamous cell carcinoma	2000-2932	CSP
Metatypical carcinoma (morphologic abnormality)	6641007	SNOMED CT
Ganglioglioma	D018303	MeSH
Cirrhosis	266537000	SNOMED CT
Liver Cirrhosis	D008103	MeSH
Thoracic tumor	C3406	NCI
Thoracic Neoplasms	D013899	MeSH
thorax neoplasm	2005-5041	CSP
tumor of thorax	255058005	SNOMED CT
malignant tumor of ear	C9337	NCI
Ear Neoplasms	D004428	MeSH
Swayback of sheep (disorder)	78714004	SNOMED CT
Swayback	D013540	MeSH
leiomyomatosis, no ICD-O subtype (morphologic abnormality)	75210008	SNOMED CT
Leiomyomatosis	D018231	MeSH
Enzootic encephalomyelitis	76851008	SNOMED CT
Borna Disease	D001890	MeSH
neoplasm of pleura	126719004	SNOMED CT
Pleural Neoplasms	D010997	MeSH
Pleural tumor	C3332	NCI
Arteriosclerosis obliterans (disorder)	361133006	SNOMED CT
Arteriosclerosis Obliterans	D001162	MeSH
Arteriosclerosis obliterans (disorder) [Ambiguous]	60625000	SNOMED CT
Arteriolosclerosis (morphologic abnormality)	17941002	SNOMED CT
Arteriolosclerosis	D050379	MeSH
endometrial Stromal neoplasm	C8384	NCI
Endometrial Stromal Tumors	D036821	MeSH
endometrial stromal tumor (morphologic abnormality)	68738004	SNOMED CT
aortic disorder	0571-0627	CSP
Aortic Diseases	D001018	MeSH
disorder of the aorta (disorder)	47040006	SNOMED CT
fructose 1 phosphate aldolase deficiency	1849-3494	CSP
Fructose-1,6-Diphosphatase Deficiency	D015319	MeSH
Congenital Disorders of Glycosylation	D018981	MeSH
Capillary Hemangioblastoma	C3801	NCI
Hemangioblastoma	D018325	MeSH
HIV infection	1560-6305	CSP
HIV Infections	D015658	MeSH
Dental pulp disorder	C34530	NCI
Dental Pulp Diseases	D003788	MeSH
disorder of pulp of tooth (disorder)	57203004	SNOMED CT
pulp disorder	0834-4423	CSP
hypertrophy of gingivae	54711002	SNOMED CT
Gingival Hypertrophy	D005886	MeSH
colon disorder	1248-3971	CSP
Colonic Diseases	D003108	MeSH
Focal Epithelial Hyperplasia	D017573	MeSH
Multifocal epithelial hyperplasia	6121001	SNOMED CT
Coin lesion lung	793.1	ICD-9
Solitary Pulmonary Nodule	D003074	MeSH
Coin lesion of lung	158600006	SNOMED CT
Coin lesion of lung (context-dependent category)	207405001	SNOMED CT
Coin lesion of lung (finding)	308689002	SNOMED CT
Pilomatrixoma	D018296	MeSH
Pilomatricoma	C7368	NCI
bile duct adenoma (morphologic abnormality)	39471001	SNOMED CT
Adenoma, Bile Duct	D002759	MeSH
Cholangioadenoma	C2942	NCI
Follicular adenoma, oxyphilic cell	89439007	SNOMED CT
Adenoma, Oxyphilic	D018249	MeSH
Oncocytoma	C3759	NCI
oculomotor paralysis	1115-2778	CSP
Ophthalmoplegia	D009886	MeSH
Eosinophil adenoma	C6780	NCI
Adenoma, Acidophil	D000239	MeSH
Prolactinoma	D015175	MeSH
Prolactinoma of Pituitary gland	C3342	NCI
osseous Paget's disease	C3292	NCI
Osteitis Deformans	D010001	MeSH
Oat cell carcinoma of lung (disorder)	254633006	SNOMED CT
Small Cell Lung Carcinoma	D055752	MeSH
SCLC	2017-6589	CSP
small cell carcinoma of lung (disorder)	254632001	SNOMED CT
small cell neuroendocrine carcinoma of lung	C4917	NCI
oat cell carcinoma	2017-6589	CSP
Carcinoma, Small Cell	D018288	MeSH
Oat cell carcinoma (morphologic abnormality)	76817009	SNOMED CT
poorly differentiated Endocrine neoplasm	C3915	NCI
Schizophrenia	D012559	MeSH
secondary Meig's syndrome	129635004	SNOMED CT
Ovarian Hyperstimulation Syndrome	D016471	MeSH
Primary Ovarian Insufficiency	D016649	MeSH
premature menopause	D008594	MeSH
Dystonia	D004421	MeSH
Encephalopathy, Bovine Spongiform	D016643	MeSH
Bovine spongiform encephalopathy (disorder)	52869003	SNOMED CT
Eccrine acrospiroma	81143000	SNOMED CT
Acrospiroma	D018250	MeSH
Eccrine hidradenoma (disorder)	254719003	SNOMED CT
Eccrine hidradenoma of skin	400099008	SNOMED CT
Poroma (Acrospiroma)	C27273	NCI
pulmonary veno-occlusive disease (disorder)	89420002	SNOMED CT
Pulmonary Veno-Occlusive Disease	D011668	MeSH
Conjunctival tumor	C2961	NCI
Conjunctival Neoplasms	D003230	MeSH
malignant Conjunctival tumor	C3564	NCI
malignant neoplasm of conjunctiva (primary)	93764002	SNOMED CT
malignant tumor of conjunctiva (disorder)	363463000	SNOMED CT
neoplasm of conjunctiva	126996004	SNOMED CT
Clear cell adenofibroma	C8987	NCI
Cystadenofibroma	D062625	MeSH
Clear cell adenofibroma (morphologic abnormality)	58161009	SNOMED CT
Infestation by Pediculus (disorder)	20848007	SNOMED CT
Lice Infestations	D010373	MeSH
Lice infestation, NOS	74949007	SNOMED CT
Louse infestation (& [pediculosis and phthirus] or [lice])	187207005	SNOMED CT
Louse infestation (disorder)	414618002	SNOMED CT
mixed pediculosis (disorder)	91566005	SNOMED CT
mixed pediculosis infestation	132.3	ICD-9
Pediculosis + lice NOS	266223008	SNOMED CT
Pediculosis and phthirus infection NOS (disorder)	187213001	SNOMED CT
Pediculosis and phthirus infections (disorder)	266166005	SNOMED CT
Pediculosis and phthirus infestation	132	ICD-9
Pediculosis, unspecified	187212006	SNOMED CT
Pediculosis, unspecified (disorder)	187545007	SNOMED CT
Pneumonia	D011014	MeSH
neoplasm of femur	126583006	SNOMED CT
Femoral Neoplasms	D005266	MeSH
mediastinal tumor	C3221	NCI
Mediastinal Neoplasms	D008479	MeSH
neoplasm of mediastinum (disorder)	126725000	SNOMED CT
Tumour of mediastinum	94147001	SNOMED CT
Kidney Diseases	D007674	MeSH
Vipoma	D003969	MeSH
Vasoactive intestinal peptide-secreting tumor (disorder)	253005002	SNOMED CT
VIP- Secreting tumor	C26749	NCI
Vipoma, malignant	31131002	SNOMED CT
Gastrin cell tumour	16189002	SNOMED CT
Gastrinoma	D015408	MeSH
Gastrin Secreting tumor	C3050	NCI
Giant cell carcinoma	C3779	NCI
Carcinoma, Giant Cell	D018286	MeSH
Giant cell lung carcinoma	C4452	NCI
