disease_id	name	code	name
DIS000268	Sialadenitis	527.2	ICD-9-CM
DIS003369	Sialidosis	12058	DiseasesDB
DIS004536	Sialolithiasis	29364	DiseasesDB
DIS006299	Sick sinus syndrome	000161	MedlinePlus
DIS009022	Sickle cell disease	000527	MedlinePlus
DIS004508	Sickle cell trait	000527	MedlinePlus
DIS005911	Sickle cell-beta thalassemia	29784	DiseasesDB
DIS005153	Siderosis	503	ICD-9-CM
DIS007233	Signet ring cell carcinoma	D018279	MeSH
DIS003627	Silent stroke	000726	MedlinePlus
DIS006158	Silicosis	000134	MedlinePlus
DIS007004	Silver–Russell syndrome	001209	MedlinePlus
DIS004153	Single transverse palmar crease	003290	MedlinePlus
DIS005768	Single umbilical artery	34592	DiseasesDB
DIS006640	Sinus tachycardia	12135	DiseasesDB
DIS004664	Sinusitis	000647	MedlinePlus
DIS003968	Sirenomelia	759.89	ICD-9-CM
DIS006923	Sitosterolemia	210250	OMIM
DIS006603	Situs inversus	270100	OMIM
DIS006373	Sixth nerve palsy	2868	DiseasesDB
DIS003646	Sjögren syndrome	000456	MedlinePlus
DIS007460	Sjögren–Larsson syndrome	270200	OMIM
DIS004903	Skeletal fluorosis	733.9	ICD-9-CM
DIS005434	Skin cancer	001442	MedlinePlus
DIS004025	Skin tag	000848	MedlinePlus
DIS003372	SLAP tear	840.7	ICD-9-CM
DIS003708	Sleep apnea	000811	MedlinePlus
DIS006767	Sleep state misperception	26877	DiseasesDB
DIS006556	Sleepwalking	000808	MedlinePlus
DIS005515	Slipped capital femoral epiphysis	000972	MedlinePlus
DIS005215	Sly syndrome	253220	OMIM
DIS007169	Small fiber peripheral neuropathy	D000071075	MeSH
DIS004010	Small for gestational age	764	ICD-9-CM
DIS003515	Small intestinal bacterial overgrowth	000222	MedlinePlus
DIS004831	Small intestine cancer	152	ICD-9-CM
DIS000670	Smallpox	001356	MedlinePlus
DIS005687	Smith–Fineman–Myers syndrome	309580	OMIM
DIS004565	Smith–Lemli–Opitz syndrome	12223	DiseasesDB
DIS007308	Smith–Magenis syndrome	182290	OMIM
DIS006477	Smoke inhalation	12228	DiseasesDB
DIS003336	Snakebite	000031	MedlinePlus
DIS005596	Snapping hip syndrome	32612	DiseasesDB
DIS003936	Sneddon's syndrome	12257	DiseasesDB
DIS003205	Social anxiety disorder	000957	MedlinePlus
DIS004504	Sodoku	001348	MedlinePlus
DIS004368	Soft-tissue sarcoma	171	ICD-9-CM
DIS007525	Solar urticaria	29575	DiseasesDB
DIS003193	Solitary fibrous tumor	D054364	MeSH
DIS006676	Somatic symptom disorder	1645	DiseasesDB
DIS005243	Somatization disorder	1645	DiseasesDB
DIS003795	Somatosensory disorder	782.0	ICD-9-CM
DIS005385	Somatostatinoma	12277	DiseasesDB
DIS007228	Somnolence	003208	MedlinePlus
DIS004060	Sotos syndrome	117550	OMIM
DIS004676	Sparganosis	123.5	ICD-9-CM
DIS007278	Spastic ataxia-corneal dystrophy syndrome	2572	Orphanet
DIS004914	Spasticity	003297	MedlinePlus
DIS006531	Speech disorder	307.0	ICD-9-CM
DIS006721	Spermatocele	31243	DiseasesDB
DIS006491	Sphincter of Oddi dysfunction	12297	DiseasesDB
DIS003947	Spider angioma	001095	MedlinePlus
DIS003629	Spider bite	002858	MedlinePlus
DIS004073	Spigelian hernia	553.29	ICD-9-CM
DIS003356	Spina bifida	12306	DiseasesDB
DIS003653	Spinal and bulbar muscular atrophy	313200	OMIM
DIS007268	Spinal cord compression	336.9	ICD-9-CM
DIS005098	Spinal cord injury	001066	MedlinePlus
DIS003313	Spinal disc herniation	000442	MedlinePlus
DIS004830	Spinal muscular atrophy	000996	MedlinePlus
DIS004452	Spinal muscular atrophy with progressive myoclonic epilepsy	159950	OMIM
DIS001332	Spinal stenosis	000441	MedlinePlus
DIS003626	Spinal tumor	001403	MedlinePlus
DIS007575	Spinocerebellar ataxia	12339	DiseasesDB
DIS007005	Spinocerebellar ataxia type 6	183086	OMIM
DIS004496	Spinocerebellar ataxia type-13	12339	DiseasesDB
DIS006187	Spiradenoma	article/1062079	eMedicine
DIS003513	Spitz nevus	29807	DiseasesDB
DIS004081	Splenic infarction	001293	MedlinePlus
DIS005774	Splenic marginal zone lymphoma	200.3	ICD-9-CM
DIS006699	Splenomegaly	003276	MedlinePlus
DIS007587	Spondylocostal dysostosis	277300	OMIM
DIS005324	Spondyloepimetaphyseal dysplasia, Pakistani type	612847	OMIM
DIS005031	Spondyloepimetaphyseal dysplasia, Strudwick type	184250	OMIM
DIS004941	Spondyloepiphyseal dysplasia congenita	183900	OMIM
DIS005013	Spondylolysis	12322	DiseasesDB
DIS004246	Spondylosis	000436	MedlinePlus
DIS003652	Spontaneous bacterial peritonitis	567.23	ICD-9-CM
DIS007378	Spontaneous cerebrospinal fluid leak	001068	MedlinePlus
DIS007136	Spontaneous coronary artery dissection	3115	DiseasesDB
DIS007441	Sporotrichosis	001338	MedlinePlus
DIS007244	Sprain	000041	MedlinePlus
DIS005106	Sprained ankle	003167	MedlinePlus
DIS010796	Squamous cell skin cancer	000829	MedlinePlus
DIS005456	Squamous-cell thyroid carcinoma	193	ICD-9-CM
DIS006601	Staphylococcal infection	D013203	MeSH
DIS006338	Staphylococcal scalded skin syndrome	001352	MedlinePlus
DIS003163	Stargardt disease	248200	OMIM
DIS004640	Starvation	12415	DiseasesDB
DIS004333	Stasis dermatitis	454.1	ICD-9-CM
DIS006600	Status epilepticus	345.3	ICD-9-CM
DIS007095	Steatorrhea	579.8	ICD-9-CM
DIS004967	Stenosis	D003251	MeSH
DIS007130	Stenosis of uterine cervix	2335	DiseasesDB
DIS005041	Sternal fracture	807.2	ICD-9-CM
DIS003331	Stevens–Johnson syndrome	000851	MedlinePlus
DIS005030	Stickler syndrome	108300	OMIM
DIS009247	Stiff-Person syndrome	12428	DiseasesDB
DIS007276	Stillbirth	002304	MedlinePlus
DIS004980	Stimmler syndrome	202900	OMIM
DIS007432	Stimulant psychosis	292.1	ICD-9-CM
DIS006229	Stomach disease	536	ICD-9-CM
DIS006726	Stomatitis	27158	DiseasesDB
DIS006554	Stomatitis nicotina	K13.2	ICD-10
DIS007551	Strabismus	001004	MedlinePlus
DIS003420	Strain (injury)	848.9	ICD-9-CM
DIS006272	Stratton Parker syndrome	185120	OMIM
DIS006283	Streptococcal pharyngitis	000639	MedlinePlus
DIS005042	Stress fracture	733.93	ICD-9-CM
DIS004432	Stretch marks	003287	MedlinePlus
DIS003919	Strongyloidiasis	000630	MedlinePlus
DIS006033	Struma ovarii	33030	DiseasesDB
DIS003973	Stunted growth	E45	ICD-10
DIS003025	Stupor	780.09	ICD-9-CM
DIS003570	Stuttering	001427	MedlinePlus
DIS007033	Stye	001009	MedlinePlus
DIS005303	Subacromial bursitis	726.19	ICD-9-CM
DIS003744	Subacute bacterial endocarditis	421.0	ICD-9-CM
DIS005405	Subacute combined degeneration of spinal cord	000723	MedlinePlus
DIS003884	Subacute sclerosing panencephalitis	001419	MedlinePlus
DIS004869	Subarachnoid hemorrhage	000701	MedlinePlus
DIS006977	Subclavian steal syndrome	31525	DiseasesDB
DIS010282	Subconjunctival bleeding	001616	MedlinePlus
DIS003557	Subcutaneous emphysema	003286	MedlinePlus
DIS003431	Subdural hematoma	000713	MedlinePlus
DIS007585	Subdural hygroma	674.0	ICD-9-CM
DIS003721	Subependymal giant cell astrocytoma	GroupMajor.minor	ICD-10
DIS004593	Subgaleal hemorrhage	767.1	ICD-9-CM
DIS003676	Substance abuse	001945	MedlinePlus
DIS003920	Substance dependence	303	ICD-9-CM
DIS006445	Substance-induced psychosis	292.1	ICD-9-CM
DIS005151	Substance-related disorder	291	ICD-9-CM
DIS004267	Subungual hematoma	923.3	ICD-9-CM
DIS006282	Succinic semialdehyde dehydrogenase deficiency	22	Orphanet
DIS006934	Sucrose intolerance	222900	OMIM
DIS003544	Sudden arrhythmic death syndrome	130	Orphanet
DIS003183	Sudden infant death syndrome	001566	MedlinePlus
DIS006983	Suicidal ideation	D059020	MeSH
DIS003535	Suicide	001554	MedlinePlus
DIS004792	Sulfhemoglobinemia	003371	MedlinePlus
DIS000921	Sulfuric acid poisoning	002492	MedlinePlus
DIS004984	Sunburn	003227	MedlinePlus
DIS006144	Superior canal dehiscence syndrome	420402	Orphanet
DIS003855	Superior mesenteric artery syndrome	557.1	ICD-9-CM
DIS005608	Superior oblique myokymia	G51.4	ICD-10
DIS005542	Surface epithelial-stromal tumor	183	ICD-9-CM
DIS003468	Sweating sickness	078.2	ICD-9-CM
DIS005546	Swimmer's itch	120.3	ICD-9-CM
DIS004329	Swimming-induced pulmonary edema	J69	ICD-10
DIS005441	Swine influenza	J09	ICD-10
DIS006509	Sydenham's chorea	001358	MedlinePlus
DIS007454	Sympathetic ophthalmia	360.11	ICD-9-CM
DIS004683	Syndrome of inappropriate antidiuretic hormone secretion	003702	MedlinePlus
DIS007449	Synesthesia	C562460	MeSH
DIS005459	Synkinesis	D046608	MeSH
DIS005019	Synovial osteochondromatosis	31508	DiseasesDB
DIS007216	Synovial sarcoma	300813	OMIM
DIS003992	Synovitis	29890	DiseasesDB
DIS003329	Syphilis	000861	MedlinePlus
DIS006184	Syringoma	186600	OMIM
DIS005422	Syringomyelia	001398	MedlinePlus
DIS007425	Systemic lupus erythematosus	000435	MedlinePlus
DIS005573	Systemic primary carnitine deficiency	212140	OMIM
DIS000290	Systemic scleroderma	000429	MedlinePlus
DIS004222	T-cell lymphoma	D016399	MeSH
DIS005560	T-cell prolymphocytic leukemia	D015461	MeSH
DIS005918	Tabes dorsalis	094.0	ICD-9-CM
DIS005494	Tachycardia-induced cardiomyopathy	425.4	ICD-9-CM
DIS003512	Taeniasis	001391	MedlinePlus
DIS005036	Takayasu's arteritis	001250	MedlinePlus
DIS007356	Takotsubo cardiomyopathy	33976	DiseasesDB
DIS004244	Tangier disease	12901	DiseasesDB
DIS006056	TAR syndrome	274000	OMIM
DIS004851	Tardive dyskinesia	000685	MedlinePlus
DIS004668	Tarlov cyst	32082	DiseasesDB
DIS004816	Tarsal tunnel syndrome	32754	DiseasesDB
DIS004591	Tay–Sachs disease	001417	MedlinePlus
DIS004661	Tear of meniscus	001071	MedlinePlus
DIS003951	Telangiectasia	003284	MedlinePlus
DIS006790	Temporal lobe epilepsy	001399	MedlinePlus
DIS004603	Temporomandibular joint dysfunction	001227	MedlinePlus
DIS010295	Tendinopathy	001229	MedlinePlus
DIS004533	Tennis elbow	000449	MedlinePlus
DIS004322	Tenosynovitis	001242	MedlinePlus
DIS005099	Tension headache	000797	MedlinePlus
DIS004484	Testicular cancer	001288	MedlinePlus
DIS004693	Testicular microlithiasis	610441	OMIM
DIS006895	Testicular torsion	000517	MedlinePlus
DIS004555	Tetanus	000615	MedlinePlus
DIS003867	Tethered spinal cord syndrome	34471	DiseasesDB
DIS005666	Tetralogy of Fallot	001567	MedlinePlus
DIS006998	Tetraplegia	001066	MedlinePlus
DIS004095	Thelaziasis	B83.8	ICD-10
DIS004632	Thiel–Behnke dystrophy	602082	OMIM
DIS007371	Third-degree atrioventricular block	10477	DiseasesDB
DIS006106	Thoracic aorta injury	001062	MedlinePlus
DIS004361	Thoracic aortic aneurysm	001119	MedlinePlus
DIS004688	Thoracic outlet syndrome	001434	MedlinePlus
DIS004868	Thromboangiitis obliterans	000172	MedlinePlus
DIS008135	Thrombocythemia	000543	MedlinePlus
DIS003772	Thrombocytopenia	287.5	ICD-9-CM
DIS004757	Thrombocytopenic purpura	D011696	MeSH
DIS007229	Thrombophilia	188050	OMIM
DIS004444	Thrombophlebitis	001108	MedlinePlus
DIS003529	Thrombosis	437.6	ICD-9-CM
DIS003259	Thrombotic microangiopathy	446.6	ICD-9-CM
DIS005624	Thunderclap headache	33023	DiseasesDB
DIS006736	Thygeson's superficial punctate keratopathy	31288	DiseasesDB
DIS004538	Thymic carcinoma	164.0	ICD-9-CM
DIS005884	Thymoma	001086	MedlinePlus
DIS004280	Thyroglossal cyst	13070	DiseasesDB
DIS003499	Thyroid adenoma	13071	DiseasesDB
DIS006681	Thyroid cancer	001213	MedlinePlus
DIS004207	Thyroid disease	240	ICD-9-CM
DIS006950	Thyroid dyshormonogenesis	246.1	ICD-9-CM
DIS006550	Thyroid hormone resistance	188570	OMIM
DIS006935	Thyroid lymphoma	193	ICD-9-CM
DIS006900	Thyroid nodule	007265	MedlinePlus
DIS007501	Thyroid storm	article/925147	eMedicine
DIS006968	Thyroiditis	13095	DiseasesDB
DIS003207	Thyrotoxic myopathy	359.5	ICD-9-CM
DIS005566	Thyrotoxic periodic paralysis	000319	MedlinePlus
DIS000106	Tibial plateau fracture	- 41-C3 41-B1 - 41-C3	AO Foundation
DIS006411	Tic	29465	DiseasesDB
DIS004317	Tic disorder	29465	DiseasesDB
DIS004111	Tick paralysis	001359	MedlinePlus
DIS005289	Tick-borne encephalitis	063	ICD-9-CM
DIS007183	Tietz syndrome	103500	OMIM
DIS003458	Tietze syndrome	13112	DiseasesDB
DIS003594	Timothy syndrome	34006	DiseasesDB
DIS005319	Tinea barbae	110.0	ICD-9-CM
DIS004311	Tinea capitis	000878	MedlinePlus
DIS007251	Tinea faciei	110.8	ICD-9-CM
DIS004861	Tinea nigra	32450	DiseasesDB
DIS005493	Tinea versicolor	001465	MedlinePlus
DIS006723	Tinnitus	003043	MedlinePlus
DIS004090	TNF receptor associated periodic syndrome	142680	OMIM
DIS006609	Toe walking	781.2	ICD-9-CM
DIS005228	Tolosa–Hunt syndrome	31164	DiseasesDB
DIS005623	Tonsillitis	001043	MedlinePlus
DIS003964	Tooth decay	001055	MedlinePlus
DIS007386	Toothache	27698	DiseasesDB
DIS007637	Torsades de pointes	29252	DiseasesDB
DIS004920	Torsion dystonia	128100	OMIM
DIS005988	Torticollis	000749	MedlinePlus
DIS007175	Tourette syndrome	137580	OMIM
DIS003439	Townes–Brocks syndrome	107480	OMIM
DIS004894	Toxic and nutritional optic neuropathy	377.33	ICD-9-CM
DIS007016	Toxic epidermal necrolysis	4450	DiseasesDB
DIS004719	Toxic multinodular goitre	000317	MedlinePlus
DIS006268	Toxocariasis	128.0	ICD-9-CM
DIS005854	Toxoplasmosis	000637	MedlinePlus
DIS002754	Tracheal agenesis	3346	Orphanet
DIS003791	Tracheal tumor	162.0	ICD-9-CM
DIS005340	Tracheitis	000988	MedlinePlus
DIS004142	Tracheobronchial injury	862.21	ICD-9-CM
DIS005951	Tracheoesophageal fistula	30034	DiseasesDB
DIS004577	Tracheomalacia	31858	DiseasesDB
DIS005960	Trachoma	001486	MedlinePlus
DIS003262	Traction alopecia	32586	DiseasesDB
DIS003248	Transaldolase deficiency	606003	OMIM
DIS006904	Transfusion associated circulatory overload	T80.8	ICD-10
DIS008440	Transfusion-associated graft-versus-host disease	999.8	ICD-9-CM
DIS007589	Transfusion-related acute lung injury	518.7	ICD-9-CM
DIS006311	Transient acantholytic dermatosis	32883	DiseasesDB
DIS005375	Transient global amnesia	13251	DiseasesDB
DIS004005	Transient ischemic attack	000730	MedlinePlus
DIS004933	Transient synovitis	000981	MedlinePlus
DIS005502	Transient tachypnea of the newborn	007233	MedlinePlus
DIS004970	Transitional cell carcinoma	D002295	MeSH
DIS006286	Transmissible spongiform encephalopathy	046	ICD-9-CM
DIS007209	Transposition of the great vessels	001568	MedlinePlus
DIS003520	Transverse myelitis	13265	DiseasesDB
DIS007109	Traumatic aortic rupture	901.0	ICD-9-CM
DIS006755	Traumatic asphyxia	994.7	ICD-9-CM
DIS003691	Traumatic brain injury	000028	MedlinePlus
DIS013418	Travelers' diarrhea	009.2	ICD-9-CM
DIS004200	Tree nut allergy	995.64	ICD-9-CM
DIS006876	Trench fever	083.1	ICD-9-CM
DIS005886	Trichinosis	000631	MedlinePlus
DIS007158	Tricho-hepato-enteric syndrome	222470	OMIM
DIS008130	Trichobacteriosis axillaris	039.0	ICD-9-CM
DIS005241	Trichoepithelioma	31359	DiseasesDB
DIS005256	Trichofolliculoma	31374	DiseasesDB
DIS005107	Trichomoniasis	001331	MedlinePlus
DIS003500	Trichothiodystrophy	234050	OMIM
DIS003589	Trichotillomania	001517	MedlinePlus
DIS003989	Tricho–dento–osseous syndrome	003026	MedlinePlus
DIS004807	Trichuriasis	001364	MedlinePlus
DIS005322	Tricuspid atresia	001110	MedlinePlus
DIS003178	Tricuspid valve stenosis	397.0	ICD-9-CM
DIS004428	Tricyclic antidepressant overdose	969.0	ICD-9-CM
DIS007462	Trigeminal neuralgia	000742	MedlinePlus
DIS005120	Trigger finger	003248	MedlinePlus
DIS004895	Trigonocephaly	190440	OMIM
DIS003774	Trilogy of Fallot	746.09	ICD-10
DIS006077	Trimethylaminuria	270.8	ICD-9-CM
DIS006524	Triple X syndrome	13386	DiseasesDB
DIS006404	Triple-A syndrome	231550	OMIM
DIS005905	Triploid syndrome	32658	DiseasesDB
DIS004871	Trismus	27801	DiseasesDB
DIS003189	Trisomy 8	32656	DiseasesDB
DIS005933	Trophoblastic neoplasm	D014328	MeSH
DIS003320	Tropical spastic paraparesis	29487	DiseasesDB
DIS006651	Tropical sprue	000275	MedlinePlus
DIS007594	Tropical ulcer	L98.4	ICD-10
DIS004729	True hermaphroditism	2138	Orphanet
DIS004252	Trypanosomiasis	086	ICD-9-CM
DIS005877	Tubal factor infertility	000888	MedlinePlus
DIS006013	Tuberculosis	000077	MedlinePlus
DIS003921	Tuberculous dactylitis	015.5	ICD-9-CM
DIS001108	Tuberculous lymphadenitis	017.2	ICD-9-CM
DIS003402	Tuberculous meningitis	000650	MedlinePlus
DIS004176	Tuberous sclerosis	000787	MedlinePlus
DIS006267	Tubo-ovarian abscess	000888	MedlinePlus
DIS003873	Tubulointerstitial nephritis and uveitis	607665	OMIM
DIS006308	Tularemia	000856	MedlinePlus
DIS004552	Tumor lysis syndrome	277.88	ICD-9-CM
DIS003912	Tumors of the hematopoietic and lymphoid tissues	200	ICD-9-CM
DIS006608	Tungiasis	134.1	ICD-9-CM
DIS006840	Turner syndrome	000379	MedlinePlus
DIS004270	Twin-to-twin transfusion syndrome	001595	MedlinePlus
DIS002740	Tympanites	787.3	ICD-9-CM
DIS004787	Tympanosclerosis	385.0	ICD-9-CM
DIS009974	Type 1 diabetes	000305	MedlinePlus
DIS009976	Type 2 diabetes	000313	MedlinePlus
DIS003826	Type I tyrosinemia	13478	DiseasesDB
DIS005801	Type III hypersensitivity	D007105	MeSH
DIS003923	Typhoid fever	001332	MedlinePlus
DIS006393	Typhus	001363	MedlinePlus
DIS003941	Ulcerative colitis	000250	MedlinePlus
DIS004745	Ullrich congenital muscular dystrophy	254090	OMIM
DIS004119	Ulnar collateral ligament injury of the thumb	842.12	ICD-9-CM
DIS006217	Ulnar nerve entrapment	354.2	ICD-9-CM
DIS007279	Ulnar neuropathy	article/1141515	eMedicine
DIS003444	Umbilical cord prolapse	13522	DiseasesDB
DIS000451	Umbilical cord ulceration and intestinal atresia	3405	Orphanet
DIS004559	Umbilical hernia	000987	MedlinePlus
DIS007003	Uncombable hair syndrome	191480	OMIM
DIS003739	Undifferentiated connective tissue disease	710.9	ICD-9-CM
DIS007046	Undifferentiated pleomorphic sarcoma	31471	DiseasesDB
DIS005486	Unhappy triad	001074	MedlinePlus
DIS006361	Unicornuate uterus	752.3	ICD-9-CM
DIS005195	Unilateral hearing loss	D046088	MeSH
DIS006947	Unstable angina	000201	MedlinePlus
DIS007541	Upper gastrointestinal bleeding	003133	MedlinePlus
DIS001364	Upper motor neuron lesion	27852	DiseasesDB
DIS005744	Upper respiratory tract infection	465.9	ICD-9-CM
DIS004678	Upshaw–Schulman syndrome	000552	MedlinePlus
DIS004888	Urachal cancer	C536475	MeSH
DIS003455	Urachal cyst	32765	DiseasesDB
DIS006742	Urbach–Wiethe disease	247100	OMIM
DIS003663	Urban–Rogers–Meyer syndrome	264010	OMIM
DIS005634	Ureaplasma urealyticum infection	med/2340	eMedicine
DIS006207	Uremia	26060	DiseasesDB
DIS003330	Ureterocele	000462	MedlinePlus
DIS003212	Urethral cancer	31473	DiseasesDB
DIS004226	Urethral stricture	001271	MedlinePlus
DIS005314	Urethral syndrome	597.81	ICD-9-CM
DIS004480	Urethritis	000439	MedlinePlus
DIS003532	Urinary incontinence	003142	MedlinePlus
DIS006720	Urinary tract infection	000521	MedlinePlus
DIS003682	Urinoma	593.89	ICD-9-CM
DIS007103	Urocanic aciduria	210128	Orphanet
DIS003723	Urofacial syndrome	236730	OMIM
DIS006492	Urogenital neoplasm	C50	ICD-10
DIS007291	Urticaria pigmentosa	001466	MedlinePlus
DIS007305	Urticarial vasculitis	article/1085087	eMedicine
DIS004599	Urushiol-induced contact dermatitis	32755	DiseasesDB
DIS005738	Usher syndrome	13611	DiseasesDB
DIS003182	Usual interstitial pneumonia	4815	DiseasesDB
DIS004295	Uterine fibroid	000914	MedlinePlus
DIS006557	Uterine incarceration	654.3	ICD-9-CM
DIS004539	Uterine malformation	752.2	ICD-9-CM
DIS005937	Uterine prolapse	001508	MedlinePlus
DIS006037	Uterine rupture	13642	DiseasesDB
DIS003424	Uterine septum	752.35	ICD-9-CM
DIS006359	Uterus didelphys	180086	Orphanet
DIS004278	Uveal melanoma	001022	MedlinePlus
DIS006962	Uveitis	001005	MedlinePlus
DIS005169	VACTERL association	13779	DiseasesDB
DIS006398	Vaginal cancer	001510	MedlinePlus
DIS003800	Vaginal intraepithelial neoplasia	233.31	ICD-9-CM
DIS007436	Vaginal yeast infection	001511	MedlinePlus
DIS004811	Vaginismus	001487	MedlinePlus
DIS005894	Valvular heart disease	394	ICD-9-CM
DIS004440	Van der Woude syndrome	119300	OMIM
DIS006689	Varicocele	001284	MedlinePlus
DIS005938	Varicose veins	001109	MedlinePlus
DIS003385	Variegate porphyria	13738	DiseasesDB
DIS005224	Vasa praevia	13743	DiseasesDB
DIS007070	Vascular disease	325	ICD-9-CM
DIS007331	Vascular malformation	D054079	MeSH
DIS003793	Vascular ring	007318	MedlinePlus
DIS004932	Vasculitis	13750	DiseasesDB
DIS004773	Velopharyngeal inadequacy	528.9	ICD-9-CM
DIS001064	Venezuelan hemorrhagic fever	A96.8	ICD-10
DIS006379	Venous thrombosis	453	ICD-9-CM
DIS007312	Venous ulcer	000834	MedlinePlus
DIS005378	Ventilator-associated pneumonia	997.31	ICD-9-CM
DIS000797	Ventricular aneurysm	414.1	ICD-9-CM
DIS003450	Ventricular fibrillation	007200	MedlinePlus
DIS004771	Ventricular hypertrophy	429.3	ICD-9-CM
DIS006896	Ventricular septal defect	001099	MedlinePlus
DIS004799	Ventricular tachycardia	000187	MedlinePlus
DIS007248	Ventriculitis	322.9	ICD-9-CM
DIS002710	Vernal keratoconjunctivitis	70476	Orphanet
DIS005705	Vertebral artery dissection	001423.	MedlinePlus
DIS006655	Vertebrobasilar insufficiency	001423	MedlinePlus
DIS003348	Vertical root fracture	521.81	ICD-9-CM
DIS003647	Vertically transmitted infection	771	ICD-9-CM
DIS003899	Very long-chain acyl-coenzyme A dehydrogenase deficiency	201475	OMIM
DIS005295	Vesicointestinal fistula	596.1	ICD-9-CM
DIS003422	Vesicoureteral reflux	000459	MedlinePlus
DIS007562	Vestibular schwannoma	000778	MedlinePlus
DIS007018	Vici syndrome	1493	Orphanet
DIS006988	VIPoma	000228	MedlinePlus
DIS006315	Viral hemorrhagic fever	A90	ICD-10
DIS006971	Viral meningitis	321.2	ICD-9-CM
DIS005975	Viral pneumonia	000073	MedlinePlus
DIS006194	Visceral leishmaniasis	085.0	ICD-9-CM
DIS003781	Visceroptosis	569.89	ICD-9-CM
DIS007116	Vision disorder	D014786	MeSH
DIS005205	Visual impairment	003040	MedlinePlus
DIS001206	Visual release hallucinations	Visual release hallucinations	Patient UK
DIS003174	Vitamin B12 deficiency	000574	MedlinePlus
DIS004118	Vitamin B12 deficiency anemia	000569	MedlinePlus
DIS007349	Vitamin K deficiency	13962	DiseasesDB
DIS014309	Vitamin K deficiency bleeding	007320	MedlinePlus
DIS004819	Vitelliform macular dystrophy	153700	OMIM
DIS003197	Vitiligo	000831	MedlinePlus
DIS000868	Vitreomacular adhesion	35117	DiseasesDB
DIS004069	Vitreous hemorrhage	379.23	ICD-9-CM
DIS005487	VLDLR-associated cerebellar hypoplasia	224050	OMIM
DIS004052	Vocal cord dysfunction	478.3	ICD-9-CM
DIS009746	Vocal cord nodule	29628	DiseasesDB
DIS009747	Vocal cord paresis	478.30	ICD-9-CM
DIS004323	Volkmann's contracture	001221	MedlinePlus
DIS005563	Volvulus	13996	DiseasesDB
DIS003632	Von Hippel–Lindau disease	14000	DiseasesDB
DIS007467	Von Willebrand disease	000544	MedlinePlus
DIS007558	Vulvar cancer	4 184. 4	ICD-9-CM
DIS004778	Vulvar intraepithelial neoplasia	233.32	ICD-9-CM
DIS004703	Waardenburg syndrome	001428	MedlinePlus
DIS004437	WAGR syndrome	14025	DiseasesDB
DIS007072	Waldenström's macroglobulinemia	000588	MedlinePlus
DIS003453	Walker–Warburg syndrome	236670	OMIM
DIS005140	Wandering spleen	289.59	ICD-9-CM
DIS005898	Warm antibody autoimmune hemolytic anemia	283.0	ICD-9-CM
DIS006872	Wart	000885	MedlinePlus
DIS005789	Warthin's tumor	210.2	ICD-9-CM
DIS007542	Waterhouse–Friderichsen syndrome	000609	MedlinePlus
DIS000384	Weakness	003174	MedlinePlus
DIS004341	Weaver syndrome	277590	OMIM
DIS007137	Webbed neck	29611	DiseasesDB
DIS007346	Weissenbacher–Zweymüller syndrome	277610	OMIM
DIS005509	Werner syndrome	14096	DiseasesDB
DIS009003	Wernicke encephalopathy	14107	DiseasesDB
DIS005813	Wernicke–Korsakoff syndrome	000771	MedlinePlus
DIS005463	West Nile fever	007186	MedlinePlus
DIS005029	Wheat allergy	D021182	MeSH
DIS006142	WHIM syndrome	193670	OMIM
DIS004327	Whiplash (medicine)	000025	MedlinePlus
DIS004188	Whipple's disease	000209	MedlinePlus
DIS004378	White sponge nevus	193900	OMIM
DIS007298	Wiedemann–Rautenstrauch syndrome	264090	OMIM
DIS006594	Williams syndrome	001116	MedlinePlus
DIS006887	Wilms' tumor	001575	MedlinePlus
DIS007254	Wilson's disease	000785	MedlinePlus
DIS005686	Wilson–Turner syndrome	309585	OMIM
DIS004553	Winchester syndrome	259600	OMIM
DIS005177	Winged scapula	736.89	ICD-9-CM
DIS006835	Wiskott–Aldrich syndrome	14176	DiseasesDB
DIS005077	Wolcott–Rallison syndrome	1667	Orphanet
DIS006160	Wolff–Parkinson–White syndrome	000151	MedlinePlus
DIS003660	Wolfram syndrome	222300	OMIM
DIS006027	Wolf–Hirschhorn syndrome	194190	OMIM
DIS004411	Woodhouse–Sakati syndrome	241080	OMIM
DIS005753	Wound	872	ICD-9-CM
DIS005235	Wrist drop	736.05	ICD-9-CM
DIS003305	Writer's cramp	300.89	ICD-9-CM
DIS000856	Wunderlich syndrome	192050	OMIM
DIS005630	X-linked hypophosphatemia	275.3	ICD-9-CM
DIS003237	X-linked ichthyosis	29136	DiseasesDB
DIS005429	X-linked myotubular myopathy	310400	OMIM
DIS004354	X-linked reticulate pigmentary disorder	301220	OMIM
DIS006646	X-linked severe combined immunodeficiency	279.2	ICD-9-CM
DIS007480	X-linked spinal muscular atrophy type 2	1145	Orphanet
DIS004590	Xanthinuria	14194	DiseasesDB
DIS004383	Xeroderma	000835	MedlinePlus
DIS005087	Xeroderma pigmentosum	001467	MedlinePlus
DIS000318	Xerophthalmia	000426	MedlinePlus
DIS006046	XMEN disease	300853	OMIM
DIS007390	XX gonadal dysgenesis	233300	OMIM
DIS004454	XX male syndrome	278850	OMIM
DIS007088	XY gonadal dysgenesis	31464	DiseasesDB
DIS007096	XYY syndrome	33038	DiseasesDB
DIS003767	Yaws	001341	MedlinePlus
